iter	Logloss
659	0.5305341025
660	0.5303461705
661	0.5301483543
662	0.5299603269
663	0.5297837608
664	0.5296039492
665	0.5293755213
666	0.5292040979
667	0.5290597183
668	0.5289042648
669	0.5287275529
670	0.528577285
671	0.5283903769
672	0.5281952076
673	0.5279886402
674	0.5278497782
675	0.5276726459
676	0.5274680922
677	0.5272900068
678	0.5271125579
679	0.5269149368
680	0.5266751188
681	0.5264919924
682	0.5263109456
683	0.5261469305
684	0.525945734
685	0.5257691364
686	0.5255966003
687	0.5253964027
688	0.5252540297
689	0.5250520122
690	0.5248894852
691	0.5246790472
692	0.5245297738
693	0.5243284376
694	0.5241323287
695	0.5239493501
696	0.523776265
697	0.5235863986
698	0.5233552038
699	0.5231589592
700	0.5229850554
701	0.5228422647
702	0.5226548931
703	0.5224358885
704	0.5222832242
705	0.5220792321
706	0.5218653543
707	0.5215747194
708	0.5213560671
709	0.5211214961
710	0.5208907958
711	0.5207225215
712	0.5205173911
713	0.5203424985
714	0.5201520933
715	0.5199858538
716	0.5197917998
717	0.519638917
718	0.5194909219
719	0.5192618134
720	0.5190208903
721	0.5188248077
722	0.5186587433
723	0.5184906443
724	0.5183127369
725	0.5181715525
726	0.517987836
727	0.5178195111
728	0.5176066496
729	0.5173994614
730	0.5172244126
731	0.5170124378
732	0.516860905
733	0.5167007502
734	0.5164841881
735	0.5163332111
736	0.5161802138
737	0.5160075454
738	0.5158639915
739	0.51570579
740	0.5155123206
741	0.5153382779
742	0.5152021592
743	0.5150332685
744	0.5148567243
745	0.5146504684
746	0.5145018642
747	0.51427818
748	0.5141294015
749	0.5139946992
750	0.5138249366
751	0.5136452168
752	0.513474324
753	0.5132946428
754	0.5130908878
755	0.5129263171
756	0.5127701286
757	0.5125950428
758	0.5124363771
759	0.5121903407
760	0.5120049272
761	0.5118270026
762	0.5115948629
763	0.51138361
764	0.5112458653
765	0.5110654369
766	0.5109228679
767	0.5107426824
768	0.510608128
769	0.5104451452
770	0.5102752664
771	0.5101028456
772	0.5099725437
773	0.5098224141
774	0.509661752
775	0.5095014414
776	0.5093283385
777	0.5091634168
778	0.5090095249
779	0.5088396541
780	0.5086621608
781	0.5084910041
782	0.5083382248
783	0.5081955974
784	0.5080125876
785	0.5078252441
786	0.5076584781
787	0.5074844425
788	0.5072764595
789	0.5071004433
790	0.5069635501
791	0.5067989143
792	0.5066278732
793	0.5064628507
794	0.5062911338
795	0.5061491178
796	0.5060164929
797	0.5058568113
798	0.5057046805
799	0.5055357285
800	0.5053230667
801	0.5051584759
802	0.5050129198
803	0.5047906294
804	0.5046292417
805	0.5044857517
806	0.5043465496
807	0.5042109061
808	0.5040386158
809	0.5038910943
810	0.5037506931
811	0.5035848476
812	0.5034522243
813	0.5032606227
814	0.5031101302
815	0.5029154984
816	0.5027624444
817	0.5025970937
818	0.5024228098
819	0.5022562634
820	0.5021045241
821	0.5019767874
822	0.5018204226
823	0.5016989679
824	0.5015091398
825	0.501372818
826	0.5011746329
827	0.5010247799
828	0.5008321381
829	0.5006628144
830	0.5004681253
831	0.5003450684
832	0.5001949583
833	0.5000094271
834	0.4998315111
835	0.4996657329
836	0.4994926845
837	0.4993520518
838	0.4991888861
839	0.4990073311
840	0.4988422562
841	0.4986874588
842	0.4985143994
843	0.4983492059
844	0.4981624263
845	0.4980052874
846	0.4978606875
847	0.4976789851
848	0.4975319258
849	0.4973795087
850	0.497185685
851	0.4970179037
852	0.496859095
853	0.4966465144
854	0.4964131707
855	0.4962395244
856	0.4960853955
857	0.4959588006
858	0.4957895615
859	0.4956550127
860	0.4954472335
861	0.4952823553
862	0.4951224422
863	0.4949619031
864	0.4947850503
865	0.4946068298
866	0.4944488936
867	0.4942925326
868	0.49414795
869	0.4940027935
870	0.4938520463
871	0.4937195486
872	0.4935357702
873	0.4934070856
874	0.493256447
875	0.4930921246
876	0.4929572217
877	0.4928265886
878	0.4926719405
879	0.492500675
880	0.4923313369
881	0.4921706222
882	0.4919974858
883	0.4918171077
884	0.4916215791
885	0.4914732466
886	0.491312387
887	0.4911706591
888	0.4910270003
889	0.4908624566
890	0.490708472
891	0.4905565188
892	0.4903906784
893	0.4901799777
894	0.4900559766
895	0.4898945982
896	0.4897554907
897	0.4895684299
898	0.4894382024
899	0.4892215276
900	0.4890373817
901	0.488902052
902	0.4887330974
903	0.4885906312
904	0.4884386455
905	0.4882792049
906	0.4881323216
907	0.4879632059
908	0.487852801
909	0.4876698287
910	0.4875101412
911	0.4873426368
912	0.4871898378
913	0.487038548
914	0.4868614969
915	0.4866821071
916	0.4865058865
917	0.486361426
918	0.4862190724
919	0.4860440268
920	0.4858755168
921	0.4857309426
922	0.4856081567
923	0.4854013122
924	0.4851814686
925	0.4850097202
926	0.4848232296
927	0.484619992
928	0.4844606242
929	0.4842792709
930	0.4841076983
931	0.4839275224
932	0.4837367668
933	0.4835497363
934	0.4834010221
935	0.4832538206
936	0.4831309866
937	0.4829586983
938	0.4828098901
939	0.4826795899
940	0.4825142731
941	0.4823637357
942	0.4821758588
943	0.4820312559
944	0.4818610967
945	0.4816711846
946	0.4815565788
947	0.4814286019
948	0.4812606665
949	0.4811211134
950	0.4809826137
951	0.4808495588
952	0.480673264
953	0.4805065616
954	0.4803625473
955	0.4802003683
956	0.4800623862
957	0.4799254432
958	0.4797761867
959	0.4796177956
960	0.4794650982
961	0.4793205918
962	0.4791360683
963	0.4789783675
964	0.4788343428
965	0.4787006889
966	0.4785410353
967	0.4783873985
968	0.4782203072
969	0.4780495413
970	0.4778615172
971	0.4777418
972	0.4776058246
973	0.4774557095
974	0.4773186007
975	0.4771919035
976	0.4770182199
977	0.4768707953
978	0.4767272411
979	0.476577837
980	0.4764355169
981	0.4762188228
982	0.4760664247
983	0.4759262083
984	0.4757595337
985	0.4756108595
986	0.4754546268
987	0.4753166848
988	0.4751837163
989	0.4750336205
990	0.4748833915
991	0.4747359566
992	0.4745818536
993	0.4744418458
994	0.4743177761
995	0.4741189833
996	0.4739550513
997	0.4738450429
998	0.4737107488
999	0.473581735
